mode,row_index,docx_render_s,word_convert_s,signature_s,delete_temp_s,total_s,kept_docx
docx_only,15,0.05828939995262772,0.0,0.0,0.0,0.05829319998156279,False
docx_only,16,0.047786799957975745,0.0,0.0,0.0,0.0477932000067085,False
docx_only,17,0.05570099991746247,0.0,0.0,0.0,0.05570639995858073,False
docx_only,18,0.05617680004797876,0.0,0.0,0.0,0.05618260009214282,False
docx_only,19,0.06095339998137206,0.0,0.0,0.0,0.06095960002858192,False
docx_only,20,0.050597299938090146,0.0,0.0,0.0,0.0506040999898687,False
docx_only,21,0.060019800090231,0.0,0.0,0.0,0.06002279999665916,False
docx_only,22,0.04857420001644641,0.0,0.0,0.0,0.04857700003776699,False
docx_only,23,0.05974460009019822,0.0,0.0,0.0,0.059749400010332465,False
docx_only,24,0.05425819999072701,0.0,0.0,0.0,0.05426080001052469,False
docx_only,25,0.10361140000168234,0.0,0.0,0.0,0.1036210999591276,False
docx_only,26,0.06495229993015528,0.0,0.0,0.0,0.06495899998117238,False
docx_only,27,0.08233350003138185,0.0,0.0,0.0,0.08233869995456189,False
docx_only,28,0.06986460008192807,0.0,0.0,0.0,0.06986759998835623,False
docx_only,29,0.05802760005462915,0.0,0.0,0.0,0.05802989995572716,False
docx_only,30,0.050643600057810545,0.0,0.0,0.0,0.05064560007303953,False
docx_only,31,0.052606599987484515,0.0,0.0,0.0,0.05261799995787442,False
docx_only,32,0.043658999959006906,0.0,0.0,0.0,0.04366139997728169,False
docx_only,33,0.04990650003310293,0.0,0.0,0.0,0.04990900005213916,False
docx_only,34,0.048390100011602044,0.0,0.0,0.0,0.048392799915745854,False
docx_only,35,0.05996739992406219,0.0,0.0,0.0,0.05997069994919002,False
docx_only,36,0.06207640003412962,0.0,0.0,0.0,0.06208189995959401,False
docx_only,37,0.05423260002862662,0.0,0.0,0.0,0.0542356000514701,False
docx_only,38,0.05252899997867644,0.0,0.0,0.0,0.05253340001218021,False
docx_only,39,0.058964200085029006,0.0,0.0,0.0,0.05896630010101944,False
docx_only,40,0.07115269999485463,0.0,0.0,0.0,0.07115900004282594,False
docx_only,41,0.05323359998874366,0.0,0.0,0.0,0.05323660001158714,False
docx_only,42,0.048923099995590746,0.0,0.0,0.0,0.04892700002528727,False
docx_only,43,0.05203569994773716,0.0,0.0,0.0,0.05203819996677339,False
docx_only,44,0.044158400036394596,0.0,0.0,0.0,0.044162900070659816,False
docx_only,45,0.05159440007992089,0.0,0.0,0.0,0.05159720010124147,False
docx_only,46,0.04974919999949634,0.0,0.0,0.0,0.04975189990364015,False
